 254,  461,  291,  492,   37,   31,   19,   19
 490,    0,  511,   53,   21,   53,   20,   19
 321,  372,  330,  380,    9,    8,   25,   19
 495,  461,  512,  479,   17,   18,   26,   19
 145,   17,  152,   26,    7,    9,   27,   19
   0,  217,   20,  235,   20,   18,   28,   19
  86,   42,  106,   62,   20,   20,    1,   20
 373,   14,  388,   30,   15,   16,    2,   20
 243,   23,  261,   41,   18,   18,    3,   20
 353,   20,  369,   35,   16,   15,    4,   20
   5,  307,   24,  326,   19,   19,    5,   20
 290,  165,  302,  178,   12,   13,    6,   20
 116,  300,  139,  322,   23,   22,    7,   20
 404,  452,  428,  474,   24,   22,    8,   20
 478,   85,  499,  104,   21,   19,    9,   20
  21,  227,   45,  250,   24,   23,   10,   20
 141,  458,  151,  468,   10,   10,   12,   20
 320,  269,  330,  279,   10,   10,   13,   20
 389,  313,  403,  327,   14,   14,   14,   20
 415,  120,  425,  130,   10,   10,   15,   20
 427,   56,  463,   91,   36,   35,   16,   20
 144,   78,  159,   92,   15,   14,   17,   20
 253,  462,  287,  492,   34,   30,   19,   20
 493,    0,  511,   55,   18,   55,   20,   20
 321,  370,  330,  381,    9,   11,   25,   20
 495,  461,  512,  479,   17,   18,   26,   20
 144,   17,  152,   26,    8,    9,   27,   20
   1,  216,   21,  234,   20,   18,   28,   20
 492,   74,  511,   93,   19,   19,   29,   20
  86,   42,  106,   62,   20,   20,    1,   21
 373,   14,  389,   29,   16,   15,    2,   21
 243,   23,  262,   42,   19,   19,    3,   21
 353,   19,  369,   34,   16,   15,    4,   21
   5,  306,   24,  325,   19,   19,    5,   21
 291,  165,  302,  177,   11,   12,    6,   21
 116,  299,  140,  322,   24,   23,    7,   21
 405,  452,  429,  474,   24,   22,    8,   21
 480,   88,  494,  104,   14,   16,    9,   21
  22,  227,   46,  250,   24,   23,   10,   21
 142,  457,  152,  468,   10,   11,   12,   21
 320,  269,  330,  279,   10,   10,   13,   21
 389,  313,  404,  328,   15,   15,   14,   21
 416,  120,  425,  129,    9,    9,   15,   21
 427,   56,  464,   91,   37,   35,   16,   21
 145,   77,  160,   92,   15,   15,   17,   21
 253,  463,  286,  492,   33,   29,   19,   21
 494,    0,  511,   56,   17,   56,   20,   21
 321,  370,  330,  381,    9,   11,   25,   21
 495,  461,  512,  479,   17,   18,   26,   21
 144,   17,  152,   26,    8,    9,   27,   21
   2,  216,   23,  233,   21,   17,   28,   21
 492,   74,  511,   93,   19,   19,   29,   21
  86,   42,  106,   62,   20,   20,    1,   22
 373,   14,  389,   29,   16,   15,    2,   22
 243,   23,  262,   41,   19,   18,    3,   22
 353,   19,  369,   34,   16,   15,    4,   22
   5,  306,   24,  325,   19,   19,    5,   22
 291,  165,  302,  177,   11,   12,    6,   22
 116,  299,  140,  322,   24,   23,    7,   22
 405,  452,  429,  474,   24,   22,    8,   22
 480,   88,  493,  104,   13,   16,    9,   22
  22,  227,   46,  250,   24,   23,   10,   22
 142,  457,  152,  468,   10,   11,   12,   22
 320,  269,  330,  279,   10,   10,   13,   22
 389,  313,  404,  328,   15,   15,   14,   22
 416,  120,  425,  129,    9,    9,   15,   22
 427,   56,  464,   91,   37,   35,   16,   22
 145,   77,  160,   92,   15,   15,   17,   22
 253,  463,  286,  492,   33,   29,   19,   22
 494,    0,  511,   56,   17,   56,   20,   22
 321,  370,  330,  381,    9,   11,   25,   22
 144,   17,  152,   25,    8,    8,   27,   22
   2,  216,   23,  233,   21,   17,   28,   22
 492,   74,  511,   93,   19,   19,   29,   22
  86,   42,  106,   61,   20,   19,    1,   23
 374,   13,  391,   29,   17,   16,    2,   23
 246,   24,  264,   42,   18,   18,    3,   23
 354,   18,  370,   32,   16,   14,    4,   23
   1,  298,   23,  320,   22,   22,    5,   23
 293,  164,  305,  177,   12,   13,    6,   23
 117,  297,  140,  318,   23,   21,    7,   23
 405,  449,  428,  470,   23,   21,    8,   23
 482,   96,  499,  114,   17,   18,    9,   23
  25,  227,   49,  250,   24,   23,   10,   23
 143,  455,  153,  467,   10,   12,   12,   23
 322,  267,  333,  278,   11,   11,   13,   23
 390,  315,  400,  325,   10,   10,   14,   23
 418,  117,  427,  125,    9,    8,   15,   23
 430,   55,  467,   88,   37,   33,   16,   23
 147,   76,  160,   89,   13,   13,   17,   23
 254,  468,  284,  491,   30,   23,   19,   23
 495,    0,  511,   57,   16,   57,   20,   23
 321,  369,  330,  378,    9,    9,   25,   23
   4,  216,   26,  233,   22,   17,   28,   23
 492,   74,  511,   95,   19,   21,   29,   23
 289,  484,  301,  497,   12,   13,   30,   23
  87,   42,  106,   61,   19,   19,    1,   24
 374,   13,  391,   28,   17,   15,    2,   24
 247,   24,  265,   42,   18,   18,    3,   24
 355,   17,  371,   32,   16,   15,    4,   24
   0,  296,   23,  319,   23,   23,    5,   24
 294,  164,  305,  177,   11,   13,    6,   24
 117,  296,  140,  317,   23,   21,    7,   24
 405,  449,  428,  469,   23,   20,    8,   24
 482,   97,  501,  116,   19,   19,    9,   24
  25,  226,   50,  250,   25,   24,   10,   24
 143,  455,  154,  466,   11,   11,   12,   24
 322,  267,  333,  278,   11,   11,   13,   24
 390,  316,  399,  325,    9,    9,   14,   24
 419,  116,  427,  124,    8,    8,   15,   24
 431,   55,  468,   87,   37,   32,   16,   24
 148,   75,  160,   89,   12,   14,   17,   24
 254,  469,  284,  491,   30,   22,   19,   24
 496,    0,  511,   57,   15,   57,   20,   24
 321,  369,  329,  378,    8,    9,   25,   24
   5,  215,   26,  233,   21,   18,   28,   24
 492,   75,  512,   96,   20,   21,   29,   24
 289,  484,  301,  497,   12,   13,   30,   24
  87,   42,  106,   61,   19,   19,    1,   25
 374,   13,  392,   28,   18,   15,    2,   25
 247,   24,  265,   42,   18,   18,    3,   25
 355,   17,  371,   32,   16,   15,    4,   25
   0,  296,   23,  319,   23,   23,    5,   25
 294,  164,  305,  177,   11,   13,    6,   25
